"asb_control_id","feature_name","feature_supported_original","feature_enabled_by_default_original","status_2025","verdict_2025","azure_api_property","script_module","script_function","notes"
"IM-7","Conditional Access for Data Plane","False","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=False; Conditional Access evaluates Entra ID sign-in context; MAA attestation API uses token-based auth not subject to CA policy directly; not_applicable"
"PA-8","Customer Lockbox","True","True","implemented","implemented","N/A — microsoft_managed PASS static","","","microsoft_managed: Customer Lockbox is supported for Azure Attestation; platform-enforced approval workflow for Microsoft support access"
"PV-3","Custom Containers Images","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; Azure Attestation does not run customer container workloads; not_applicable"
"PV-3","Custom VM Images","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; Azure Attestation PaaS service does not expose VM image customization; not_applicable"
"DP-5","Data at Rest Encryption Using CMK","False","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=False; Azure Attestation is stateless; no persistent customer data at rest requiring CMK; not_applicable"
"DP-4","Data at Rest Encryption Using Platform Keys","True","True","implemented","implemented","N/A — microsoft_managed PASS static","","","microsoft_managed: platform-enforced, enabled by default, not customer-configurable"
"DP-3","Data in Transit Encryption","True","True","implemented","implemented","N/A — microsoft_managed PASS static","","","microsoft_managed: platform-enforced, enabled by default, not customer-configurable"
"DP-2","Data Leakage/Loss Prevention","False","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=False; Azure Attestation is stateless; no persistent customer data requiring DLP; not_applicable"
"LT-1","Microsoft Defender for Service / Product Offering","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; no Microsoft Defender plan exists for Azure Attestation as a service; not_applicable"
"NS-2","Disable Public Network Access","True","True","implemented","implemented","N/A — microsoft_managed PASS static","","","microsoft_managed: Public network access can be disabled on attestation provider; platform enforces when set"
"ES-1","EDR Solution","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; EDR targets customer-managed endpoints; PaaS attestation service not applicable"
"DP-6","Key Management in Azure Key Vault","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; Azure Attestation does not use Key Vault for key management; not_applicable"
"PA-1","Local Admin Accounts","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; Azure Attestation PaaS service has no customer-accessible local admin accounts; not_applicable"
"IM-1","Local Authentication Methods for Data Plane Access","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; Azure Attestation requires AAD token auth; no local auth methods supported; not_applicable"
"IM-3","Managed Identities","True","True","implemented","implemented","N/A — microsoft_managed PASS static","","","microsoft_managed: Managed Identity supported for attestation requests; system-assigned MI can authenticate to MAA endpoint"
"BR-1","Service Native Backup Capability","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; Azure Attestation is stateless; no customer data to back up; not_applicable"
"NS-1","Network Security Group Support","False","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=False; Azure Attestation does not deploy into customer VNet; no NSG support; not_applicable"
"NS-2","Azure Private Link","True","True","implemented","implemented","N/A — microsoft_managed PASS static","","","microsoft_managed: Private endpoint support for Azure Attestation GA; platform-enforced when enabled; blocks public attestation endpoint"
"LT-4","Azure Resource Logs","True","False","implemented","implemented","DiagnosticSettings(attestationProvider.id).logs","","","LIVE-DIRECT: Azure Attestation emits audit logs via Diagnostic Settings; check AuditEvent log category enabled"
"DP-1","Sensitive Data Discovery and Classification","False","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=False; Azure Attestation is stateless; no persistent data for discovery/classification; not_applicable"
"IM-3","Service Principals","True","True","implemented","implemented","N/A — microsoft_managed PASS static","","","microsoft_managed: Service Principals supported for attestation API calls; standard AAD app registration pattern"
"NS-1","Virtual Network Integration","False","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=False; Azure Attestation does not support VNet integration; uses Private Link for network isolation; not_applicable"
"PV-5","Vulnerability Assessment using Microsoft Defender","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; Vulnerability Assessment targets customer VMs; PaaS attestation service not applicable"
